as_of,asset_id,horizon,horizon_days,target_date,point_pct,low_pct,high_pct,band_width_pct,band_skew,interval,p_up,confidence,n_drivers,driver_max_weight,is_mechanical,model_id,band_shadow_low,band_shadow_high,band_shadow_rule
2026-09-06,A4,1d,1,2026-09-07,-1.1,-3.0,0.8,3.8,-1.1,80,0.2,medium,0,,1,model_A,-3.29,1.23,ampirik_p10p90_250g_v5
2026-09-06,A2,1d,1,2026-09-07,0.15,-2.0,2.4,4.4,0.2,80,0.53,low,0,,0,model_A,-1.71,1.84,ampirik_p10p90_250g_v5
2026-09-06,A3,1d,1,2026-09-07,0.2,-1.6,1.9,3.5,0.15,80,0.55,low,0,,0,model_A,-1.25,1.74,ampirik_p10p90_250g_v5
2026-09-06,A5,1d,1,2026-09-07,0.1,-1.6,1.8,3.4,0.1,80,0.53,medium,0,,0,model_A,-1.42,1.62,ampirik_p10p90_250g_v5
2026-09-06,A6,1d,1,2026-09-07,0.07,-0.08,0.28,0.36,0.1,80,0.7,medium,0,,0,model_A,-0.02,0.22,ampirik_p10p90_250g_v5
2026-09-06,A1,1w,7,2026-09-14,0.2,-5.5,6.2,11.7,0.35,80,0.51,low,0,,0,model_A,,,
2026-09-06,A2,1w,7,2026-09-14,0.4,-5.2,5.9,11.1,0.35,80,0.53,low,0,,0,model_A,,,
2026-09-06,A3,1w,7,2026-09-14,0.3,-4.4,5.1,9.5,0.35,80,0.52,low,0,,0,model_A,,,
2026-09-06,A4,1w,7,2026-09-14,0.25,-5.9,6.7,12.6,0.4,80,0.51,low,0,,0,model_A,,,
2026-09-06,A5,1w,7,2026-09-14,0.4,-4.4,5.1,9.5,0.35,80,0.53,low,0,,0,model_A,,,
2026-09-06,A6,1w,7,2026-09-14,0.35,-0.15,0.95,1.1,0.4,80,0.8,low,0,,0,model_A,,,
2026-09-06,A1,1m,30,2026-10-06,2.0,-12.0,15.5,27.5,1.75,80,0.53,low,0,,0,model_A,,,
2026-09-06,A2,1m,30,2026-10-06,2.3,-11.5,15.5,27.0,2.0,80,0.54,low,0,,0,model_A,,,
2026-09-06,A3,1m,30,2026-10-06,2.3,-10.0,13.5,23.5,1.75,80,0.54,low,0,,0,model_A,,,
2026-09-06,A4,1m,30,2026-10-06,2.0,-13.5,16.5,30.0,1.5,80,0.53,low,0,,0,model_A,,,
2026-09-06,A5,1m,30,2026-10-06,2.5,-9.5,13.0,22.5,1.75,80,0.55,low,0,,0,model_A,,,
2026-09-06,A6,1m,30,2026-10-06,1.5,-0.3,3.1,3.4,1.4,80,0.85,low,0,,0,model_A,,,
2026-09-07,A1,1d,1,2026-09-08,0.45,-1.55,2.45,4.0,0.45,80,0.56,medium,3,medium,0,model_A,-1.63,2.63,ampirik_p10p90_250g_v5
2026-09-07,A2,1d,1,2026-09-08,0.15,-1.4,1.7,3.1,0.15,80,0.51,low,2,high,0,model_A,-1.72,1.84,ampirik_p10p90_250g_v5
2026-09-07,A3,1d,1,2026-09-08,0.1,-1.3,1.5,2.8,0.1,80,0.51,low,3,high,0,model_A,-1.36,1.64,ampirik_p10p90_250g_v5
2026-09-07,A4,1d,1,2026-09-08,0.7,-1.6,3.0,4.6,0.7,80,0.6,medium,2,medium,1,model_A,-1.49,3.04,ampirik_p10p90_250g_v5
2026-09-07,A5,1d,1,2026-09-08,0.1,-1.45,1.65,3.1,0.1,80,0.51,low,2,medium,0,model_A,-1.43,1.61,ampirik_p10p90_250g_v5
2026-09-07,A6,1d,1,2026-09-08,0.05,-0.05,0.2,0.25,0.075,80,0.6,medium,2,medium,0,model_A,-0.04,0.19,ampirik_p10p90_250g_v5
2026-09-07,A1,1w,7,2026-09-14,0.6,-4.9,6.1,11.0,0.6,80,0.53,low,3,high,0,model_A,,,
2026-09-07,A2,1w,7,2026-09-14,0.5,-4.6,5.2,9.8,0.3,80,0.52,low,2,high,0,model_A,,,
2026-09-07,A3,1w,7,2026-09-14,0.4,-3.9,4.6,8.5,0.35,80,0.52,low,2,high,0,model_A,,,
2026-09-07,A4,1w,7,2026-09-14,0.6,-5.4,6.6,12.0,0.6,80,0.52,low,2,medium,0,model_A,,,
2026-09-07,A5,1w,7,2026-09-14,0.3,-4.2,4.6,8.8,0.2,80,0.51,low,2,medium,0,model_A,,,
2026-09-07,A6,1w,7,2026-09-14,0.33,-0.1,0.9,1.0,0.4,80,0.73,medium,2,medium,0,model_A,,,
2026-09-07,A1,1m,30,2026-10-07,2.8,-11.5,16.5,28.0,2.5,80,0.56,low,2,high,0,model_A,,,
2026-09-07,A2,1m,30,2026-10-07,2.3,-11.0,15.0,26.0,2.0,80,0.54,low,2,high,0,model_A,,,
2026-09-07,A3,1m,30,2026-10-07,2.4,-9.5,13.5,23.0,2.0,80,0.54,low,2,high,0,model_A,,,
2026-09-07,A4,1m,30,2026-10-07,2.8,-13.0,17.5,30.5,2.25,80,0.55,low,1,medium,0,model_A,,,
2026-09-07,A5,1m,30,2026-10-07,2.4,-9.5,13.0,22.5,1.75,80,0.54,low,2,medium,0,model_A,,,
2026-09-07,A6,1m,30,2026-10-07,1.6,-0.3,3.3,3.6,1.5,80,0.8,medium,1,medium,0,model_A,,,
